#Steps	Time [ms]	X [m/s²]	Y [m/s²]	Z [m/s²]
5816	28512	0.029087	0.033678	-0.054424
5817	28516	-0.075934	-0.009393	-0.049387
5818	28521	-0.049338	-0.083237	-0.099195
5819	28526	-0.044325	-0.049453	0.07053
5820	28531	-0.046488	0.027067	0.022508
5821	28536	-0.067709	0.019782	-0.092015
5822	28541	0.008902	-0.175769	-0.015284
5823	28546	0.073214	0.04916	0.077751
5824	28551	0.025178	0.122806	0.029693
5825	28556	0.101327	0.053072	0.043847
5826	28561	0.084138	-0.035384	0.007874
5827	28565	-0.061678	0.226984	0.041204
5828	28570	-0.032768	-0.048255	0.002862
5829	28575	-0.006386	-0.000344	-0.018603
5830	28580	-0.058793	-0.117136	0.052996
5831	28585	-0.087103	0.016926	-0.056911
5832	28590	0.070646	-0.00461	-0.063779
5833	28595	0.055993	-0.128533	0.062866
5834	28600	-0.018176	0.034189	-0.113829
5835	28605	0.048654	0.22232	-0.001236
5836	28610	0.053179	0.030529	0.127482
5837	28614	-0.035277	-0.131705	-0.070987
5838	28619	-0.101842	0.021498	-0.061098
5839	28624	0.098884	-0.03343	0.175178
5840	28629	0.17705	-0.119072	0.005075
5841	28634	-0.224269	-0.023137	-0.106978
5842	28639	-0.077756	0.027032	-0.080226
5843	28644	0.020357	0.04835	0.082254
5844	28649	0.005954	-0.166411	0.027023
5845	28654	0.036911	0.022718	-0.049385
5846	28659	0.129686	0.024989	0.060504
5847	28663	-0.071178	-0.113382	0.076888
5848	28668	-0.070824	-0.036544	-0.116563
5849	28673	-0.020417	0.132871	-0.023025
5850	28678	0.060725	-0.048941	0.019995
5851	28683	0.110478	0.161056	0.105703
5852	28688	0.071791	0.002939	0.140931
5853	28693	-0.038209	0.076815	-0.071906
5854	28698	-0.069006	0.000159	-0.057248
5855	28703	0.095803	-0.095184	0.076517
5856	28708	-0.090591	0.029235	0.023699
5857	28712	-0.013866	0.024322	-0.179023
5858	28717	-0.0424	-0.030621	0.069757
5859	28722	-0.025504	-0.054304	0.021739
5860	28727	0.010376	0.072295	0.026398
5861	28732	-0.023045	0.012346	-0.042857
5862	28737	-0.025314	0.019435	-0.021191
5863	28742	-0.022805	0.031256	0.043271
5864	28747	0.084569	-0.01657	0.052588
5865	28752	0.1056	-0.085611	0.011806
5866	28757	0.026417	0.043527	-0.031157
5867	28761	-0.042837	0.024242	0.064341
5868	28766	-0.102213	0.07656	-0.021788
5869	28771	-0.180362	-0.135958	-0.071734
5870	28776	-0.038835	-0.111446	-0.045159
5871	28781	-0.014806	0.001136	0.055174
5872	28786	0.073459	0.010664	-0.002306
5873	28791	0.077861	-0.013224	0.052527
5874	28796	0.00835	0.098869	0.083253
5875	28801	0.036912	-0.058938	0.016097
5876	28806	0.039111	0.09867	-0.038804
5877	28810	0.007931	-0.020999	0.013828
5878	28815	0.003124	0.06253	-0.01246
5879	28820	-0.094618	0.00263	0.080561
5880	28825	-0.086996	-0.116561	-0.043785
5881	28830	0.023081	0.012731	-0.007813
5882	28835	0.042034	-0.089825	0.01606
5883	28840	-0.003463	0.07032	0.044583
5884	28845	-0.055884	-0.039673	-0.043831
5885	28850	-0.005551	0.051099	0.070799
5886	28855	0.080285	0.062763	0.03946
5887	28859	0.079885	-0.109166	-0.006023
5888	28864	-0.053991	0.079679	-0.017911
5889	28869	-0.048956	-0.027978	0.034616
5890	28874	-0.124986	0.093723	-0.063281
5891	28879	0.028184	-0.071209	-0.053433
5892	28884	0.039961	0.043556	0.01834
5893	28889	0.001625	0.019504	-0.017506
5894	28894	0.03022	-0.030648	0.035019
5895	28899	-0.010451	0.041011	-0.048579
5896	28904	0.011053	-0.168946	0.027937
5897	28908	-0.093878	0.139374	-0.081845
5898	28913	0.025767	-0.037703	0.047274
5899	28918	-0.014882	0.045909	-0.026853
5900	28923	-0.021959	0.050448	-0.093459
5901	28928	0.059192	-0.085666	0.081005
5902	28933	-0.007843	-0.097158	0.004329
5903	28938	0.097073	0.12738	0.028143
5904	28943	-0.003519	-0.066322	0.018469
5905	28948	0.075156	0.003131	-0.022143
5906	28953	-0.070615	-0.066008	0.001801
5907	28957	0.027462	-0.056145	0.006558
5908	28962	0.105983	0.163422	0.035128
5909	28967	0.01488	-0.068596	0.085008
5910	28972	-0.037632	-0.070639	-0.094182
5911	28977	-0.113719	0.084644	-0.074645
5912	28982	0.006025	-0.025421	-0.014685
5913	28987	0.034598	-0.04913	0.042595
5914	28992	0.060645	-0.003598	-0.021974
5915	28997	0.029357	0.034557	0.052025
5916	29002	-0.0852	0.027235	-0.079329
5917	29006	-0.065708	0.027099	-0.033647
5918	29011	0.018044	0.019814	0.009425
5919	29016	-0.015416	0.065003	-0.019224
5920	29021	-0.008189	-0.023513	-0.03343
5921	29026	0.006153	-0.0663	0.066846
5922	29031	0.003739	0.091345	-0.064583
5923	29036	0.022789	-0.180835	-0.064261
5924	29041	-0.005927	0.032201	0.009949
5925	29046	0.063226	0.079712	0.067104
5926	29051	-0.01813	-0.066081	-0.007119
5927	29055	0.036782	0.067727	-0.047605
5928	29060	0.079503	-0.080391	0.181455
5929	29065	0.03382	-0.001333	-0.050654
5930	29070	-0.009252	0.043961	-0.043252
5931	29075	-0.047343	-0.096888	0.054689
5932	29080	-0.06856	0.056142	-0.019473
5933	29085	0.01759	0.074931	-0.057513
5934	29090	0.017502	-0.132811	0.083404
5935	29095	0.084155	0.065685	-0.007587
5936	29100	0.045599	-0.022834	0.080641
5937	29104	-0.054737	-0.001268	-0.058007
5938	29109	-0.07115	0.060711	-0.072019
5939	29114	0.017396	-0.03255	0.028449
5940	29119	0.02446	0.060571	0.04261
5941	29124	0.000503	0.115091	-0.033876
5942	29129	-0.056705	-0.114303	0.080703
5943	29134	-0.051656	0.012594	-0.072246
5944	29139	-0.075235	0.022066	-0.129092
5945	29144	-0.029573	-0.147277	-0.023573
5946	29149	0.034931	0.125182	0.021832
5947	29153	0.072894	-0.140016	0.028874
5948	29158	-0.027578	0.087119	-0.076146
5949	29163	0.046449	0.043781	0.098233
5950	29168	0.070054	-0.082765	0.028621
5951	29173	-0.044706	0.096413	-0.088316
5952	29178	-0.003963	-0.101902	0.007464
5953	29183	-0.037313	-0.027504	0.081318
5954	29188	-0.010908	0.05129	-0.066866
5955	29193	0.055886	-0.122965	0.074096
5956	29198	0.046074	0.023044	-0.06452
5957	29202	0.048228	-0.081947	0.083582
5958	29207	-0.10456	0.118679	-0.086067
5959	29212	-0.042067	0.008445	-0.095174
5960	29217	0.07732	-0.022583	0.153191
5961	29222	0.026881	-0.070142	0.026099
5962	29227	0.005295	0.120892	-0.11466
5963	29232	0.002885	-0.008422	-0.011598
5964	29237	-0.042417	-0.072736	0.007527
5965	29242	-0.056507	0.120694	-0.052099
5966	29247	-0.001404	-0.011002	0.033969
5967	29251	0.070109	0.012888	-0.054392
5968	29256	0.017322	0.074797	0.005467
5969	29261	-0.025668	-0.101959	-0.104203
5970	29266	-0.037458	0.094	-0.005959
5971	29271	0.008016	-0.011344	0.077496
5972	29276	-0.001558	0.038767	-0.051602
5973	29281	-0.032537	0.112465	-0.079947
5974	29286	-0.020457	-0.155054	0.111135
5975	29291	0.015398	0.000649	-0.041967
5976	29296	0.029623	0.072153	0.020215
5977	29300	-0.049182	-0.214234	0.01058
5978	29305	-0.056088	0.058558	-0.018075
5979	29310	-0.055809	0.022513	-0.015602
5980	29315	-0.015011	0.043854	-0.07273
5981	29320	0.130461	-0.132748	0.156454
5982	29325	0.134579	0.01331	0.053182
5983	29330	-0.025789	0.087134	-0.066259
5984	29335	-0.037578	-0.001492	-0.011108
5985	29340	-0.054076	-0.044388	0.036617
5986	29345	-0.025205	0.00112	-0.085125
5987	29349	0.015441	-0.070392	0.015408
5988	29354	0.043967	-0.058124	-0.001354
5989	29359	0.084269	0.097096	0.015338
5990	29364	-0.111602	0.056093	-0.065779
5991	29369	-0.070526	0.02006	-0.053535
5992	29374	0.037085	0.031878	0.042073
5993	29379	0.055969	0.060323	0.053782
5994	29384	0.029471	0.093392	0.07735
5995	29389	-0.046949	-0.033401	0.00784
5996	29394	-0.063401	-0.007016	-0.027951
5997	29398	-0.048784	-0.018899	0.015092
5998	29403	-0.008021	-0.021188	-0.00882
5999	29408	0.013471	-0.083055	-0.070747
6000	29413	0.00387	0.096125	0.041631
6001	29418	-0.03667	0.005071	0.031889
6002	29423	0.051704	-0.014022	-0.061228
6003	29428	0.037146	-0.071158	-0.037088
6004	29433	-0.036929	0.041223	0.010768
6005	29438	-0.086801	0.031484	-0.048875
6006	29443	0.004207	-0.011577	-0.053398
6007	29447	0.101912	-0.049656	0.042209
6008	29452	0.120473	0.155577	0.137341
6009	29457	0.065052	-0.107389	0.000795
6010	29462	0.024208	0.007557	0.003174
6011	29467	-0.066488	-0.078289	0.05083
6012	29472	-0.1615	0.124703	-0.06145
6013	29477	-0.008148	-0.102356	-0.030159
6014	29482	0.134906	0.086455	0.022429
6015	29487	0.060344	0.133696	0.072372
6016	29492	0.01714	0.08536	0.002888
6017	29496	-0.063986	-0.058079	0.017175
6018	29501	-0.013613	0.006566	-0.066334
6019	29506	0.003139	0.066123	0.05794
6020	29511	-0.030246	-0.074836	-0.087745
6021	29516	-0.00626	-0.074464	0.000883
6022	29521	-0.096804	0.064153	0.017563
6023	29526	-0.139227	0.016163	-0.023045
6024	29531	-0.026507	-0.024438	-0.096821
6025	29536	0.002228	-0.052919	0.001388
6026	29541	-0.038304	0.014084	0.063353
6027	29545	0.059613	-0.045575	-0.018003
6028	29550	0.02833	-0.119239	0.024992
6029	29555	0.054408	-0.011386	0.039169
6030	29560	-0.005451	0.060178	0.000837
6031	29565	0.035096	-0.042615	-0.061138
6032	29570	0.065908	-0.059088	0.032124
6033	29575	-0.00831	0.007946	-0.027625
6034	29580	0.046553	-0.042148	0.010649
6035	29585	0.077308	-0.08961	0.017746
6036	29590	0.067389	0.080069	0.07248
6037	29594	0.045601	0.082054	0.019682
6038	29599	-0.030899	0.014906	-0.075759
6039	29604	-0.064116	-0.025689	0.005659
6040	29609	-0.020892	0.08885	0.060452
6041	29614	0.005431	0.10986	-0.056643
6042	29619	0.057842	-0.095673	0.015146
6043	29624	0.024184	0.062118	0.057975
6044	29629	-0.071278	0.171453	0.052919
6045	29634	-0.097143	-0.062989	-0.028384
6046	29639	0.001066	-0.00547	-0.102135
6047	29643	-0.003706	0.001708	0.06999
6048	29648	-0.048975	0.073206	0.026737
6049	29653	-0.070184	-0.072555	-0.102109
6050	29658	0.032659	0.018381	-0.049163
6051	29663	0.011044	-0.046067	0.060725
6052	29668	-0.039066	0.001834	-0.061137
6053	29673	0.035019	-0.18886	-0.084669
6054	29678	0.044379	0.031367	0.030163
6055	29683	0.020323	0.076499	0.091986
6056	29688	0.048824	-0.081197	-0.015733
6057	29692	0.060499	0.019317	-0.056175
6058	29697	0.04113	-0.030834	0.087118
6059	29702	-0.092554	0.047977	0.017561
6060	29707	-0.044423	-0.028536	-0.063567
6061	29712	0.008237	-0.118969	-0.025114
6062	29717	0.003429	0.036554	0.082271
6063	29722	-0.015657	0.057824	0.012738
6064	29727	-0.010812	-0.00682	-0.061214
6065	29732	-0.034594	0.012283	0.041582
6066	29737	-0.051107	0.088496	0.017539
6067	29741	0.00397	-0.112164	-0.058822
6068	29746	0.023018	-0.004346	0.017744
6069	29751	0.072959	0.083868	0.062943
6070	29756	0.027308	0.040547	0.000659
6071	29761	0.017638	0.076098	-0.135207
6072	29766	-0.001518	-0.145952	0.065684
6073	29771	-0.10162	0.074062	-0.039519
6074	29776	-0.012923	0.00457	-0.089377
6075	29781	-0.020009	-0.109863	0.01356
6076	29785	0.022994	0.138574	0.013493
6077	29790	0.037181	0.083062	-0.012794
6078	29795	0.013161	0.080266	0.001572
6079	29800	0.041698	-0.010709	0.096906
6080	29805	-0.013331	-0.034491	-0.010837
6081	29810	0.034406	-0.003333	-0.034618
6082	29815	0.015166	-0.03907	0.070429
6083	29820	-0.018279	0.061234	-0.027647
6084	29825	0.010415	0.139586	-0.02751
6085	29830	-0.037308	0.062618	0.036983
6086	29834	-0.072876	-0.135529	-0.029941
6087	29839	-0.010541	-0.053814	-0.036942
6088	29844	0.006196	-0.067847	-0.027224
6089	29849	0.115809	-0.162852	0.001514
6090	29854	0.053261	0.059629	0.118301
6091	29859	-0.042347	0.076017	-0.037219
6092	29864	-0.015917	0.051804	-0.113307
6093	29869	-0.018221	0.003875	0.051722
6094	29874	0.070061	-0.141542	0.137273
6095	29879	0.019658	0.099902	0.003109
6096	29883	0.005259	-0.050759	-0.058879
6097	29888	-0.011452	0.037685	0.065359
6098	29893	-0.068601	0.104237	-0.001706
6099	29898	-0.058725	-0.051213	-0.018382
6100	29903	-0.034598	-0.03904	-0.020674
6101	29908	0.006095	-0.065065	0.024716
6102	29913	0.020366	0.044902	-0.00401
6103	29918	0.017881	-0.024444	0.012694
6104	29923	0.070231	-0.007638	0.043618
6105	29928	0.031744	-0.005216	-0.03049
6106	29932	0.081641	0.063933	-0.042256
6107	29937	-0.045094	-0.06033	0.046146
6108	29942	-0.05202	-0.064797	-0.001755
6109	29947	-0.032693	0.021333	-0.042267
6110	29952	-0.03253	0.045063	-0.006302
6111	29957	0.012919	0.09251	0.010414
6112	29962	-0.001446	0.030077	0.043734
6113	29967	-0.013357	-0.034429	0.033981
6114	29972	0.012929	0.003879	-0.013859
6115	29977	0.022399	-0.07003	0.029114
6116	29981	0.062808	0.056647	0.074256
6117	29986	0.019591	0.027762	0.021447
6118	29991	-0.032945	0.025241	0.002272
6119	29996	0.012507	-0.017789	0.014179
6120	30001	0.000527	-0.024851	0.009341
6121	30006	-0.047147	0.015793	0.021212
6122	30011	0.012677	0.001413	-0.000345
6123	30016	-0.046976	0.00379	-0.03133
6124	30021	-0.008605	0.008538	0.006962
6125	30026	0.005739	0.008495	0.004544
6126	30030	0.005711	-0.024917	0.014055
6127	30035	0.015217	-0.115368	-0.009851
6128	30040	-0.030147	0.114028	-0.055088
6129	30045	-0.006161	-0.110594	-0.00476
6130	30050	-0.003747	0.013901	0.021482
6131	30055	0.053477	0.040051	0.018993
6132	30060	0.007923	-0.072176	0.00698
6133	30065	-0.018335	0.06643	-0.04311
6134	30070	-0.018244	-0.064996	0.002392
6135	30075	-0.006235	0.135546	-0.040524
6136	30079	0.005713	0.00616	-0.01887
6137	30084	-0.030068	-0.039159	0.009827
6138	30089	-0.027535	0.089748	0.009778
6139	30094	0.048876	0.03448	0.052633
6140	30099	-0.027641	0.029541	-0.033437
6141	30104	0.139345	-0.127921	0.064456
6142	30109	-0.0568	0.173044	-0.024057
6143	30114	0.096031	0.019636	-0.114511
6144	30119	0.040731	0.064826	0.267428
6145	30124	-0.009527	-0.002237	0.015822
6146	30128	0.104932	-0.049897	-0.024776
6147	30133	-0.164933	-0.047265	-0.291612
6148	30138	0.014655	0.136504	0.067372
6149	30143	-0.054541	-0.119216	0.174298
6150	30148	-0.068571	-0.011362	-0.198404
6151	30153	0.017578	-0.070895	-0.183116
6152	30158	0.038943	0.043869	0.244452
6153	30163	0.107872	-0.044541	0.038251
6154	30168	-0.05713	-0.041936	-0.164542
6155	30173	0.005127	0.122738	0.024578
6156	30177	0.048005	-0.099544	0.167468
6157	30182	-0.05711	0.041582	-0.059803
6158	30187	-0.004388	-0.080187	-0.326465
6159	30192	0.01947	0.051308	0.251982
6160	30197	0.06466	-0.05144	0.172071
6161	30202	-0.090593	-0.032116	-0.164867
6162	30207	-0.144964	0.061003	-0.273691
6163	30212	0.05836	-0.03941	0.206766
6164	30217	0.010398	0.017991	0.067491
6165	30222	0.036566	-0.039304	-0.059174
6166	30226	0.103124	0.103905	-0.008825
6167	30231	0.040638	0.041416	0.146151
6168	30236	-0.01677	0.043593	0.004794
6169	30241	-0.038138	-0.02813	-0.264572
6170	30246	0.004956	-0.016072	0.037071
6171	30251	0.136027	0.022144	0.28001
6172	30256	-0.07202	-0.180568	0.09985
6173	30261	0.0499	-0.019972	-0.324921
6174	30266	-0.284047	0.125525	-0.196976
6175	30271	0.110654	0.08438	0.018523
6176	30275	-0.009074	-0.135327	0.078021
6177	30280	0.029108	0.094168	-0.05108
6178	30285	0.212497	-0.061232	0.194682
6179	30290	-0.019766	-0.020407	0.086453
6180	30295	0.168634	-0.022689	-0.023621
6181	30300	-0.165903	-0.010658	0.100442
6182	30305	-0.043516	0.094271	0.090408
6183	30310	-0.057601	-0.218444	-0.124562
6184	30315	-0.045397	0.118725	-0.362299
6185	30320	-0.052322	0.029942	0.013722
6186	30324	0.117171	-0.029796	0.268696
6187	30329	0.011712	0.101448	-0.183135
6188	30334	0.166585	-0.080207	0.017994
6189	30339	-0.043997	-0.022602	0.14185
6190	30344	-0.015176	0.034716	0.045802
6191	30349	-0.136662	-0.10132	-0.209466
6192	30354	0.042785	-0.07698	-0.046342
6193	30359	-0.031318	0.168909	0.101669
6194	30364	-0.074066	-0.122725	0.036807
6195	30369	-0.047479	-0.155485	0.048543
6196	30373	0.017114	0.138467	0.029233
6197	30378	0.038481	0.001915	0.052923
6198	30383	-0.157163	0.049577	-0.266737
6199	30388	0.067674	0.032645	-0.015136
6200	30393	-0.020855	0.034866	-0.046046
6201	30398	0.189003	0.060912	-0.179296
6202	30403	0.362062	-0.175364	0.01228
6203	30408	-0.161739	-0.195943	0.415042
6204	30413	-0.1514	-0.221188	0.184155
6205	30418	-0.017167	0.037337	-0.317308
6206	30422	0.209356	-0.020054	-0.635127
6207	30427	0.346561	-0.072392	-0.031309
6208	30432	0.545056	0.161557	0.476545
6209	30437	0.048947	0.16552	0.166695
6210	30442	-0.363652	-0.240509	-0.034353
6211	30447	0.365143	0.296989	0.208941
6212	30452	-0.115769	0.73647	0.41527
6213	30457	-0.692015	0.25371	0.217752
6214	30462	0.224332	-0.467387	-0.005003
6215	30467	-0.327387	0.228554	-0.672375
6216	30472	-0.475922	0.225034	-0.118427
6217	30477	0.005541	-0.188442	0.420846
6218	30481	-0.363938	-0.471148	-0.262946
6219	30486	-0.10947	-0.01116	-0.554816
6220	30491	0.255759	0.041333	0.713616
6221	30496	0.0495	-0.287804	0.822093
6222	30501	-0.105677	0.268998	0.203046
6223	30506	-0.336357	-0.018368	-0.215088
6224	30511	0.33033	-0.254249	-1.162676
6225	30516	-0.059834	-0.074217	-0.558617
6226	30521	-0.066687	-0.111985	-0.92529
6227	30526	0.307864	0.072107	-0.105508
6228	30531	0.854551	-0.359676	1.39666
6229	30535	1.014765	-0.241093	0.772369
6230	30540	0.363772	-0.082578	0.089211
6231	30545	-0.353106	0.032244	0.048247
6232	30550	-0.387103	0.296659	-0.273773
6233	30555	-0.056246	-0.243502	-0.107945
6234	30560	-0.437336	-0.06114	-0.207519
6235	30565	-0.208721	0.137	-0.087308
6236	30570	0.366755	0.112482	-0.182217
6237	30575	0.298191	0.243019	0.090416
6238	30580	-0.070361	0.005837	0.647719
6239	30584	-0.000888	0.687506	0.043839
6240	30589	0.559253	0.216908	0.589458
6241	30594	0.177485	0.070432	0.376771
6242	30599	-0.388302	0.151122	-0.142337
6243	30604	-0.701	-0.245301	-0.563519
6244	30609	0.255912	0.00381	-0.708496
6245	30614	-0.548621	0.077682	-0.113848
6246	30619	-1.036906	-0.115773	-0.559007
6247	30624	-0.833911	-0.115197	-0.370308
6248	30629	-0.03842	0.159485	0.174987
6249	30633	0.44325	-0.220294	-0.250157
6250	30638	0.729456	-0.271637	0.435168
6251	30643	0.363525	0.237413	0.814373
6252	30648	0.407004	-0.09985	-0.226526
6253	30653	0.4455	-0.526011	-0.161044
6254	30658	0.264517	0.203592	0.383209
6255	30663	0.213146	-0.109667	0.419438
6256	30668	0.08814	-0.19493	-0.042676
6257	30673	0.0734	-0.177275	-0.128272
6258	30678	0.106405	0.102484	-0.187222
6259	30683	-0.075275	0.287892	-0.07188
6260	30687	-0.163092	-0.266527	0.550586
6261	30692	0.01887	-0.069749	-0.017056
6262	30697	-0.276786	-0.012196	-0.503219
6263	30702	-0.046587	0.037919	0.07134
6264	30707	0.11096	0.149758	0.252135
6265	30712	0.041285	0.144246	0.155539
6266	30717	0.033929	-0.032856	0.145229
6267	30722	-0.569281	0.110322	-0.06048
6268	30727	-0.082586	-0.033241	-0.029192
6269	30732	0.556619	0.133774	0.206925
6270	30736	0.146261	0.307108	0.296471
6271	30741	0.114547	-0.04957	0.087626
6272	30746	0.080607	0.086539	-0.089194
6273	30751	-0.143848	-0.171316	-0.064915
6274	30756	-0.512585	0.208523	-0.529387
6275	30761	-1.0225	0.581704	-1.036836
6276	30766	-0.652728	0.104482	-1.029293
6277	30771	-0.477864	-0.081956	-0.44735
6278	30776	0.115636	-0.508206	0.138848
6279	30781	0.513116	-0.372198	1.410978
6280	30785	0.941987	-0.527661	0.758014
6281	30790	0.513027	0.190032	0.10353
6282	30795	0.028995	0.065142	0.062494
6283	30800	0.238604	-0.171155	0.214732
6284	30805	0.347061	0.041834	-0.034227
6285	30810	0.145115	-0.070402	-0.005455
6286	30815	0.342229	0.039592	0.004106
6287	30820	0.195129	0.132354	0.216222
6288	30825	-0.06565	0.081641	0.098353
6289	30829	-0.282227	0.074084	0.047808
6290	30834	0.083862	-0.274284	0.116693
6291	30839	-0.061953	0.275299	0.123265
6292	30844	-0.271398	0.180971	0.246596
6293	30849	-0.155637	-0.086889	-0.176521
6294	30854	-0.09289	0.128064	-0.831122
6295	30859	-0.867085	-0.010819	-1.344218
6296	30864	-1.34425	0.084577	-1.406654
6297	30869	-0.272111	-0.218556	0.540562
6298	30874	0.132065	0.64538	1.681982
6299	30878	0.805955	-0.859474	0.705888
6300	30883	1.466959	-1.82054	0.502157
6301	30888	0.179689	0.891475	0.654591
6302	30893	-0.054794	0.548574	0.272347
6303	30898	-0.24759	-1.296647	-0.196184
6304	30903	-0.148632	-0.222361	-0.814935
6305	30908	-0.941619	0.784608	-0.458113
6306	30913	0.6386	-0.287131	-0.324738
6307	30918	-0.239344	0.071832	1.009289
6308	30923	-0.271523	-0.071539	0.181939
6309	30927	1.207635	-0.419183	-0.147898
6310	30932	1.242147	0.29082	0.565522
6311	30937	0.392187	-0.58301	0.915476
6312	30942	-0.351051	0.077753	-0.473927
6313	30947	-0.423195	0.217996	-0.767132
6314	30952	-0.540268	0.104884	-2.241123
6315	30957	-0.518511	0.309349	-1.255097
6316	30962	-0.785274	-0.545505	0.910653
6317	30967	0.074331	0.634688	1.549684
6318	30972	1.125111	0.436078	0.357345
6319	30976	0.30672	-0.624392	-0.247474
6320	30981	-0.257327	0.124769	0.056469
6321	30986	-0.382375	0.093162	-0.093976
6322	30991	-1.326746	0.245246	-1.011179
6323	30996	-0.969762	0.553889	-0.472231
6324	31001	0.801281	0.52253	0.18083
6325	31006	0.661432	-0.814863	0.92837
6326	31011	-0.397776	-0.879932	0.396984
6327	31016	0.166723	1.124253	0.187638
6328	31021	0.249318	-0.106491	-0.070719
6329	31025	-0.381182	0.013217	0.051193
6330	31030	0.552686	0.292028	-0.332815
6331	31035	-0.415406	-0.133699	0.39821
6332	31040	0.463812	-0.550157	0.234146
6333	31045	2.051339	-0.137447	-0.806252
6334	31050	0.253463	0.084908	1.033101
6335	31055	0.283188	-0.392227	1.137605
6336	31060	-0.366549	0.026848	1.103342
6337	31065	-0.417164	0.110139	-1.064036
6338	31070	0.891103	0.393235	-0.36751
6339	31074	-0.002399	-0.380996	0.068126
6340	31079	-1.167948	0.488516	-0.203939
6341	31084	-1.183589	0.14762	-1.96676
6342	31089	-1.985728	0.261297	-2.39555
6343	31094	-1.160671	-0.312058	-0.851002
6344	31099	-0.637664	0.037494	0.380765
6345	31104	0.881453	-0.487076	2.547913
6346	31109	2.168958	-0.451283	1.636633
6347	31114	1.10225	0.354223	-0.476192
6348	31119	-0.46685	0.648022	0.234093
6349	31123	-0.252391	0.172853	0.137587
6350	31128	0.042043	0.057582	-0.096687
6351	31133	-0.380056	-0.259718	-0.325028
6352	31138	0.544272	-0.854316	-0.735767
6353	31143	0.591619	-0.12308	0.817207
6354	31148	-0.209817	-0.389426	0.655827
6355	31153	0.103474	0.651744	-0.081573
6356	31158	-0.242658	0.302885	-0.579332
6357	31163	-0.103204	-0.070457	-0.459655
6358	31168	0.564707	0.394687	-0.142738
6359	31172	-0.21276	0.06856	0.491998
6360	31177	-0.102058	-0.558658	-0.061053
6361	31182	0.10582	-0.043413	0.008374
6362	31187	0.398471	-0.322074	-0.458844
6363	31192	-0.256607	-0.294252	0.389601
6364	31197	-0.479385	0.77028	0.299472
6365	31202	-0.620013	0.184859	-0.135826
6366	31207	-0.156902	-0.221266	-0.654767
6367	31212	0.13229	-0.460905	-0.389318
6368	31217	-0.221135	0.33273	0.444481
6369	31221	0.373471	-0.050295	0.356462
6370	31226	0.08797	-0.061962	-0.076736
6371	31231	0.075614	-0.199901	-0.054903
6372	31236	0.099074	0.03945	0.314823
6373	31241	-0.011063	0.320514	0.124956
6374	31246	0.148691	-0.040998	-0.218899
6375	31251	-0.486076	0.304822	-0.1177
6376	31256	-0.090371	0.014894	0.095023
6377	31261	0.37249	-0.709782	-0.258217
6378	31266	0.046472	0.068406	-0.416631
6379	31270	-0.010964	0.065683	0.131277
6380	31275	-0.008526	0.205986	0.533446
6381	31280	0.008201	0.276468	0.08745
6382	31285	-0.041894	-0.16825	-0.399231
6383	31290	-0.22522	-0.005331	-0.359109
6384	31295	0.169188	-0.100647	-0.004556
6385	31300	-0.084311	0.24547	-0.056972
6386	31305	0.097259	-0.089449	0.372354
6387	31310	0.044337	-0.024648	0.008199
6388	31315	-0.082213	-0.122252	-0.28502
6389	31319	0.244744	-0.112109	0.174042
6390	31324	0.303115	0.129188	0.104053
6391	31329	-0.141735	0.192902	-0.003726
6392	31334	-0.260208	0.256298	-0.020392
6393	31339	-0.137352	0.150146	0.005928
6394	31344	-0.096148	0.087427	-0.451744
6395	31349	0.116468	-0.187118	0.115407
6396	31354	-0.117701	-0.238625	0.300751
6397	31359	0.104556	0.120096	0.087118
6398	31364	-0.005608	-0.025899	0.189178
6399	31368	0.06116	-0.047222	-0.040586
6400	31373	-0.082158	0.200904	-0.092821
6401	31378	0.223346	0.140315	-0.12573
6402	31383	-0.006587	-0.153561	0.182376
6403	31388	-0.092362	-0.240989	-0.025902
6404	31393	0.053494	-0.249324	-0.013855
6405	31398	-0.189895	-0.20518	-0.161567
6406	31403	-0.198484	0.060416	-0.358599
6407	31408	-0.230867	0.226965	-0.275774
6408	31413	0.061076	0.244904	-0.000293
6409	31417	0.311046	-0.047108	0.18086
6410	31422	0.173636	-0.127915	0.153741
6411	31427	0.156087	-0.310813	0.052866
6412	31432	-0.221292	0.057802	0.162248
6413	31437	0.156411	-0.135554	0.056562
6414	31442	0.272428	-0.032387	-0.02476
6415	31447	0.025566	0.268103	-0.079459
6416	31452	-0.353548	0.228632	-0.145803
6417	31457	-0.115816	0.186974	0.090894
6418	31462	-0.003213	0.019195	-0.033504
6419	31466	0.194639	-0.016654	-0.026186
6420	31471	0.150766	-0.178653	0.07167
6421	31476	0.002235	-0.0276	0.16904
6422	31481	0.116635	-0.101353	0.144363
6423	31486	0.006411	0.299589	-0.044657
6424	31491	-0.084196	0.109797	-0.084955
6425	31496	-0.007503	0.009141	0.187195
6426	31501	-0.007466	0.01863	-0.202257
6427	31506	-0.276771	-0.072038	-0.225085
6428	31511	-0.084709	-0.083597	0.019158
6429	31515	0.151685	-0.030743	-0.007156
6430	31520	0.129478	0.019465	-0.088162
6431	31525	-0.085687	0.024135	-0.04482
6432	31530	-0.049507	-0.054642	0.031676
6433	31535	0.086602	-0.183083	-0.025687
6434	31540	-0.099746	0.320759	-0.011258
6435	31545	-0.087332	-0.052672	0.04362
6436	31550	-0.098815	-0.007122	-0.075775
